imc,maigreur_1_19_ans,maigreur_5_9_ans,vaccination_hepatite_b,vaccination_polio,vaccination_diphterie,cas_rougeole,id_sante
23.2,19.8,2.2,72.0,72.0,72.0,8046,1940
22.5,2.0,2.4,74.0,75.0,74.0,4386,1941
21.9,2.2,2.7,82.0,82.0,82.0,4321,1942
21.3,2.5,2.9,78.0,7.0,71.0,863,1943
2.6,2.7,21.1,65.0,7.0,62.0,1129,1944
2.1,2.8,21.3,75.0,75.0,75.0,2801,1945
19.5,21.0,21.5,78.0,77.0,78.0,7641,1946
18.9,21.2,21.7,7.0,78.0,77.0,2981,1947
18.4,21.4,21.8,65.0,65.0,65.0,4248,1948
17.9,21.6,22.0,63.0,69.0,67.0,4740,1949
17.4,21.8,22.2,63.0,71.0,68.0,3903,1950
16.9,22.0,22.4,63.0,68.0,65.0,3849,1951
16.4,22.2,22.6,63.0,65.0,62.0,2064,1952
57.8,1.9,1.8,73.0,72.0,73.0,0,1953
57.1,1.9,1.8,8.0,8.0,8.0,0,1954
56.3,1.9,1.9,8.0,81.0,8.0,0,1955
55.6,1.9,1.9,85.0,87.0,85.0,0,1956
54.9,2.0,1.9,87.0,91.0,87.0,4,1957
54.2,2.0,1.9,94.0,95.0,94.0,0,1958
53.4,2.0,1.9,85.0,85.0,85.0,0,1959
52.7,2.0,2.0,86.0,86.0,86.0,0,1960
51.9,2.1,2.0,85.0,84.0,85.0,0,1961
51.1,2.1,2.0,88.0,98.0,88.0,0,1962
5.3,2.1,2.1,92.0,88.0,92.0,0,1963
49.5,2.2,2.1,95.0,92.0,95.0,0,1964
48.6,2.2,2.2,98.0,95.0,98.0,0,1965
47.8,2.3,2.2,98.0,99.0,99.0,0,1966
46.9,2.3,2.3,98.0,95.0,99.0,0,1967
45.9,2.4,2.3,98.0,99.0,98.0,0,1968
48.6,1.3,1.3,67.0,74.0,73.0,38,1969
47.9,1.3,1.3,67.0,64.0,73.0,2299,1970
47.2,1.3,1.3,73.0,8.0,79.0,12,1971
46.4,1.3,1.3,68.0,81.0,74.0,0,1972
45.7,1.3,1.3,66.0,69.0,72.0,0,1973
44.9,1.4,1.3,56.0,72.0,67.0,0,1974
44.2,1.4,1.3,66.0,79.0,73.0,0,1975
43.4,1.4,1.3,59.0,76.0,63.0,0,1976
42.7,1.4,1.3,61.0,72.0,71.0,0,1977
41.9,1.4,1.4,71.0,67.0,72.0,1,1978
41.1,1.4,1.4,63.0,61.0,72.0,1222,1979
4.4,1.5,1.4,6.0,59.0,62.0,1385,1980
39.6,1.5,1.4,67.0,62.0,68.0,3863,1981
38.9,1.5,1.5,6.0,54.0,61.0,17620,1982
38.2,1.5,1.5,59.0,52.0,55.0,4023,1983
37.5,1.6,1.5,57.0,51.0,59.0,7135,1984
5.2,2.0,1.9,93.0,89.0,93.0,0,1985
49.4,2.0,1.9,87.0,83.0,87.0,0,1986
48.6,2.0,1.9,86.0,8.0,86.0,0,1987
47.9,2.0,2.0,87.0,83.0,87.0,0,1988
47.1,2.1,2.0,89.0,84.0,89.0,0,1989
46.4,2.1,2.0,89.0,85.0,89.0,0,1990
45.6,2.1,2.0,85.0,81.0,85.0,0,1991
44.9,2.1,2.1,87.0,85.0,89.0,0,1992
44.2,2.2,2.1,86.0,95.0,95.0,0,1993
43.5,2.2,2.2,92.0,98.0,98.0,0,1994
42.8,2.3,2.2,92.0,96.0,96.0,0,1995
42.0,2.3,2.2,9.0,92.0,92.0,0,1996
41.3,2.4,2.3,86.0,86.0,86.0,0,1997
4.6,2.4,2.3,86.0,87.0,87.0,0,1998
39.8,2.5,2.4,86.0,9.0,89.0,0,1999
39.1,2.5,2.4,86.0,86.0,86.0,0,2000
55.6,1.1,1.1,9.0,88.0,9.0,4,2001
54.9,1.1,1.1,88.0,78.0,88.0,0,2002
54.2,1.1,1.1,88.0,71.0,88.0,0,2003
53.6,1.1,1.1,95.0,94.0,95.0,0,2004
52.9,1.1,1.1,91.0,91.0,91.0,0,2005
52.2,1.1,1.1,93.0,92.0,93.0,0,2006
51.5,1.2,1.2,93.0,92.0,93.0,0,2007
5.8,1.2,1.2,93.0,93.0,93.0,1,2008
5.2,1.2,1.2,93.0,93.0,93.0,0,2009
49.5,1.2,1.2,94.0,94.0,94.0,0,2010
48.8,1.3,1.3,94.0,66.0,77.0,0,2011
48.1,1.3,1.3,92.0,81.0,86.0,0,2012
47.4,1.3,1.3,65.0,95.0,94.0,0,2013
46.7,1.4,1.4,65.0,95.0,95.0,0,2014
46.1,1.4,1.4,65.0,9.0,9.0,0,2015
45.4,1.4,1.4,65.0,93.0,98.0,1,2016
25.4,1.0,9.7,6.0,79.0,6.0,619,2017
24.8,1.0,9.7,67.0,77.0,67.0,58848,2018
24.3,1.0,9.7,89.0,84.0,89.0,2920,2019
23.7,1.0,9.7,88.0,88.0,88.0,1536,2020
23.1,1.0,9.7,87.0,87.0,87.0,6538,2021
22.6,1.0,9.7,77.0,78.0,79.0,6368,2022
22.1,1.0,9.7,85.0,86.0,87.0,1469,2023
21.6,1.0,9.7,88.0,91.0,91.0,341,2024
21.1,1.0,9.7,87.0,87.0,87.0,530,2025
2.6,1.0,9.7,77.0,88.0,88.0,9,2026
2.1,1.0,9.7,49.0,9.0,89.0,118,2027
19.6,1.0,9.7,48.0,85.0,88.0,3025,2028
19.2,1.0,9.7,52.0,85.0,84.0,10511,2029
18.7,1.0,9.7,42.0,77.0,79.0,7003,2030
18.3,1.0,9.7,45.0,76.0,79.0,7360,2031
17.8,1.0,9.6,7.0,74.0,78.0,7120,2032
61.7,1.9,2.0,96.0,92.0,98.0,0,2033
61.1,1.9,2.1,96.0,94.0,98.0,0,2034
6.4,2.0,2.1,96.0,95.0,99.0,84,2035
59.7,2.0,2.1,97.0,95.0,99.0,71,2036
59.1,2.0,2.2,98.0,96.0,99.0,0,2037
58.4,2.1,2.2,98.0,96.0,99.0,13,2038
57.8,2.1,2.3,98.0,96.0,99.0,115,2039
57.2,2.2,2.3,98.0,96.0,99.0,0,2040
56.6,2.2,2.4,98.0,99.0,99.0,40,2041
56.0,2.3,2.4,98.0,99.0,99.0,120,2042
55.5,2.3,2.5,98.0,99.0,99.0,13,2043
55.0,2.4,2.5,98.0,99.0,99.0,11,2044
54.5,2.4,2.6,97.0,98.0,99.0,48,2045
54.0,2.5,2.6,98.0,98.0,99.0,34,2046
53.6,2.5,2.7,95.0,98.0,98.0,133,2047
53.1,2.5,2.8,99.0,98.0,98.0,77,2048
61.6,0.7,0.5,98.0,98.0,98.0,8,2049
6.9,0.7,0.5,98.0,98.0,98.0,0,2050
6.2,0.7,0.5,98.0,98.0,98.0,1,2051
59.5,0.7,0.5,98.0,98.0,98.0,23,2052
58.8,0.7,0.5,97.0,97.0,97.0,2,2053
58.1,0.7,0.5,97.0,97.0,98.0,5,2054
57.3,0.7,0.5,96.0,96.0,96.0,3,2055
56.5,0.7,0.5,97.0,97.0,97.0,1,2056
55.7,0.7,0.5,97.0,96.0,97.0,0,2057
54.9,0.7,0.5,97.0,97.0,97.0,0,2058
54.1,0.7,0.6,94.0,93.0,93.0,7,2059
53.3,0.7,0.6,94.0,95.0,95.0,5,2060
52.5,0.7,0.6,94.0,96.0,99.0,8,2061
51.7,0.8,0.6,82.0,96.0,98.0,8,2062
5.9,0.8,0.6,7.0,96.0,97.0,0,2063
5.1,0.8,0.6,58.0,96.0,96.0,45,2064
69.3,5.2,4.9,99.0,99.0,99.0,18,2065
68.4,5.2,4.8,89.0,99.0,89.0,46,2066
67.7,5.1,4.7,97.0,99.0,97.0,73,2067
67.0,5.1,4.7,93.0,93.0,92.0,160,2068
66.5,5.1,4.6,93.0,92.0,93.0,101,2069
66.0,5.0,4.6,97.0,98.0,97.0,295,2070
65.6,5.0,4.6,99.0,98.0,99.0,112,2071
65.2,5.0,4.5,97.0,98.0,97.0,0,2072
65.1,4.9,4.5,94.0,97.0,94.0,361,2073
65.0,4.9,4.5,96.0,95.0,96.0,144,2074
65.1,4.8,4.5,97.0,98.0,97.0,74,2075
65.0,4.8,4.5,97.0,95.0,96.0,29,2076
64.7,4.8,4.5,93.0,93.0,92.0,24,2077
64.1,4.8,4.5,98.0,96.0,96.0,34,2078
63.3,4.8,4.5,93.0,93.0,93.0,23,2079
62.4,4.8,4.5,89.0,91.0,8.0,46,2080
31.7,1.5,1.0,98.0,98.0,98.0,7,2081
31.2,1.5,1.0,99.0,99.0,99.0,442,2082
3.8,1.5,1.0,99.0,99.0,99.0,107,2083
3.4,1.5,1.0,99.0,99.0,99.0,2,2084
3.0,1.5,1.0,99.0,98.0,99.0,42,2085
29.5,1.5,1.0,94.0,95.0,94.0,114,2086
29.1,1.5,1.0,94.0,95.0,94.0,17,2087
28.6,1.5,1.0,94.0,92.0,94.0,2,2088
28.2,1.5,1.0,91.0,91.0,91.0,194,2089
27.7,1.5,1.0,99.0,98.0,98.0,28,2090
27.2,1.6,1.0,99.0,96.0,96.0,7,2091
26.7,1.6,1.0,92.0,9.0,88.0,11,2092
26.2,1.6,1.0,91.0,94.0,97.0,33,2093
25.7,1.6,1.1,92.0,99.0,97.0,62,2094
25.2,1.6,1.1,89.0,99.0,97.0,23060,2095
24.7,1.6,1.1,93.0,99.0,97.0,32647,2096
53.4,2.7,2.8,88.0,88.0,87.0,0,2097
52.7,2.7,2.8,92.0,92.0,9.0,2,2098
52.1,2.7,2.9,91.0,92.0,9.0,27,2099
51.5,2.7,2.9,94.0,92.0,92.0,11,2100
5.9,2.8,3.0,96.0,96.0,93.0,0,2101
5.4,2.8,3.0,98.0,97.0,9.0,0,2102
49.9,2.9,3.1,89.0,87.0,85.0,0,2103
49.5,2.9,3.1,97.0,96.0,9.0,0,2104
49.1,3.0,3.2,95.0,93.0,92.0,10,2105
48.7,3.1,3.3,98.0,98.0,97.0,34,2106
48.3,3.1,3.3,99.0,99.0,98.0,6,2107
47.9,3.2,3.4,99.0,98.0,98.0,4,2108
47.6,3.3,3.5,99.0,98.0,98.0,87,2109
47.2,3.4,3.6,99.0,98.0,97.0,4929,2110
46.8,3.5,3.6,94.0,98.0,97.0,457,2111
46.5,3.6,3.7,92.0,97.0,95.0,687,2112
6.7,2.5,2.7,9.0,89.0,89.0,4,2113
59.9,2.6,2.8,94.0,94.0,94.0,59,2114
59.2,2.7,2.9,96.0,88.0,92.0,1159,2115
58.4,2.8,3.0,96.0,92.0,91.0,7450,2116
57.7,2.9,3.1,96.0,89.0,89.0,4189,2117
56.9,3.0,3.2,98.0,94.0,94.0,193,2118
56.3,3.0,3.3,95.0,95.0,95.0,8,2119
55.6,3.1,3.5,97.0,95.0,96.0,12,2120
55.0,3.2,3.6,99.0,96.0,96.0,353,2121
54.4,3.2,3.7,99.0,97.0,97.0,3196,2122
53.9,3.3,3.8,98.0,97.0,97.0,5043,2123
53.4,3.4,3.9,99.0,97.0,97.0,117,2124
52.9,3.5,4.0,98.0,97.0,97.0,9,2125
52.4,3.7,4.1,99.0,98.0,98.0,14,2126
51.9,3.8,4.2,98.0,99.0,99.0,10,2127
51.4,4.0,4.3,98.0,99.0,99.0,35,2128
6.5,2.3,2.3,97.0,97.0,97.0,843,2129
59.9,2.3,2.3,97.0,97.0,97.0,4711,2130
59.3,2.3,2.3,97.0,98.0,97.0,2339,2131
58.7,2.3,2.4,97.0,98.0,97.0,2123,2132
58.1,2.3,2.4,97.0,97.0,97.0,629,2133
57.5,2.3,2.5,97.0,98.0,97.0,129,2134
57.0,2.3,2.5,98.0,98.0,98.0,101,2135
56.6,2.3,2.5,98.0,98.0,98.0,27,2136
56.1,2.4,2.6,98.0,98.0,98.0,173,2137
55.7,2.4,2.7,98.0,98.0,98.0,1147,2138
55.3,2.4,2.7,97.0,98.0,98.0,454,2139
55.0,2.5,2.8,96.0,98.0,97.0,2444,2140
54.7,2.6,2.8,94.0,97.0,96.0,3291,2141
54.5,2.7,2.9,81.0,97.0,97.0,580,2142
54.2,2.8,3.0,43.0,97.0,96.0,2072,2143
54.0,2.9,3.0,43.0,97.0,96.0,4800,2144
21.4,5.7,5.7,98.0,99.0,98.0,1,2145
2.8,5.8,5.8,98.0,98.0,98.0,10,2146
2.1,5.9,5.9,98.0,98.0,98.0,17,2147
19.5,6.1,6.1,98.0,98.0,98.0,75,2148
18.9,6.3,6.2,97.0,93.0,97.0,31,2149
18.3,6.5,6.3,97.0,93.0,97.0,121,2150
17.7,6.6,6.4,97.0,93.0,97.0,5,2151
17.1,6.7,6.6,97.0,97.0,97.0,6,2152
16.5,6.8,6.7,97.0,98.0,97.0,26,2153
15.9,6.8,6.8,99.0,99.0,99.0,494,2154
15.4,6.8,7.0,95.0,95.0,95.0,129,2155
14.9,6.9,7.1,89.0,89.0,89.0,386,2156
14.5,7.0,7.3,96.0,96.0,96.0,1064,2157
14.1,7.2,7.4,88.0,85.0,88.0,2738,2158
13.7,7.4,7.5,88.0,76.0,77.0,896,2159
13.2,7.6,7.7,88.0,9.0,9.0,2095,2160
47.5,4.3,4.3,99.0,99.0,99.0,0,2161
46.7,4.3,4.3,99.0,99.0,99.0,0,2162
45.9,4.3,4.3,99.0,99.0,99.0,0,2163
45.2,4.3,4.3,98.0,98.0,98.0,0,2164
44.5,4.3,4.3,99.0,99.0,99.0,0,2165
43.8,4.3,4.3,97.0,97.0,97.0,0,2166
43.0,4.3,4.4,95.0,95.0,95.0,0,2167
42.2,4.3,4.4,96.0,96.0,96.0,0,2168
41.3,4.3,4.4,99.0,99.0,99.0,0,2169
4.4,4.3,4.4,85.0,85.0,85.0,0,2170
39.6,4.4,4.4,95.0,95.0,95.0,0,2171
39.0,4.4,4.4,91.0,91.0,91.0,0,2172
38.4,4.4,4.4,84.0,91.0,9.0,0,2173
37.9,4.4,4.5,14.0,9.0,74.0,0,2174
37.3,4.5,4.5,14.0,99.0,99.0,0,2175
36.8,4.5,4.5,14.0,7.0,7.0,0,2176
54.1,3.5,3.4,98.0,97.0,98.0,0,2177
53.1,3.5,3.4,98.0,97.0,98.0,0,2178
52.2,3.5,3.4,97.0,97.0,97.0,0,2179
51.2,3.5,3.5,96.0,96.0,96.0,0,2180
5.3,3.5,3.5,96.0,96.0,96.0,0,2181
49.3,3.5,3.5,99.0,99.0,99.0,0,2182
48.4,3.6,3.5,99.0,99.0,99.0,0,2183
47.5,3.6,3.6,99.0,99.0,99.0,0,2184
46.6,3.6,3.6,99.0,99.0,99.0,0,2185
45.7,3.7,3.6,99.0,99.0,99.0,0,2186
44.7,3.7,3.7,99.0,93.0,99.0,0,2187
43.8,3.8,3.7,99.0,99.0,99.0,0,2188
42.9,3.8,3.8,31.0,99.0,99.0,0,2189
42.0,3.9,3.8,31.0,99.0,99.0,0,2190
41.0,3.9,3.9,31.0,99.0,99.0,0,2191
4.1,4.0,3.9,31.0,99.0,98.0,0,2192
74.7,0.2,0.1,59.0,61.0,66.0,0,2193
74.3,0.2,0.1,56.0,58.0,63.0,0,2194
73.8,0.2,0.1,6.0,62.0,67.0,0,2195
73.4,0.2,0.1,64.0,62.0,64.0,1,2196
72.9,0.2,0.1,58.0,6.0,65.0,0,2197
72.5,0.2,0.2,57.0,57.0,62.0,8,2198
72.0,0.2,0.2,44.0,45.0,49.0,0,2199
71.4,0.2,0.2,12.0,54.0,26.0,0,2200
7.9,0.2,0.2,46.0,49.0,53.0,0,2201
7.3,0.2,0.2,35.0,37.0,39.0,0,2202
69.7,0.2,0.2,41.0,55.0,49.0,0,2203
68.9,0.2,0.2,54.0,26.0,55.0,0,2204
68.2,0.2,0.2,83.0,82.0,83.0,0,2205
67.4,0.2,0.2,86.0,85.0,86.0,0,2206
66.5,0.2,0.2,89.0,83.0,85.0,0,2207
65.6,0.2,0.2,89.0,94.0,95.0,0,2208
3.9,5.5,5.3,96.0,96.0,96.0,0,2209
3.1,5.6,5.4,95.0,95.0,95.0,0,2210
29.3,5.7,5.5,97.0,97.0,97.0,0,2211
28.5,5.9,5.7,96.0,96.0,96.0,0,2212
27.7,6.0,5.9,96.0,96.0,96.0,0,2213
26.9,6.1,6.0,98.0,98.0,98.0,0,2214
26.2,6.3,6.2,98.0,99.0,98.0,0,2215
25.4,6.5,6.4,99.0,99.0,99.0,0,2216
24.7,6.7,6.6,87.0,98.0,97.0,0,2217
24.0,6.9,6.8,75.0,97.0,97.0,0,2218
23.4,7.0,7.0,96.0,97.0,97.0,0,2219
22.8,7.2,7.2,7.0,99.0,96.0,0,2220
22.2,7.4,7.4,43.0,94.0,94.0,0,2221
21.7,7.6,7.6,43.0,92.0,92.0,0,2222
21.1,7.8,7.8,43.0,9.0,92.0,0,2223
2.7,8.0,8.1,43.0,87.0,82.0,0,2224
68.2,7.8,7.6,98.0,97.0,98.0,219,2225
67.3,7.7,7.5,98.0,98.0,98.0,154,2226
66.4,7.6,7.5,98.0,98.0,98.0,1164,2227
65.6,7.5,7.4,98.0,98.0,98.0,294,2228
64.7,7.4,7.4,98.0,98.0,98.0,362,2229
63.9,7.3,7.4,98.0,98.0,98.0,334,2230
63.1,7.3,7.3,98.0,98.0,98.0,82,2231
62.4,7.2,7.3,98.0,98.0,98.0,158,2232
61.6,7.2,7.3,96.0,96.0,96.0,4648,2233
6.9,7.2,7.3,96.0,96.0,96.0,807,2234
6.2,7.2,7.3,97.0,96.0,96.0,373,2235
59.4,7.2,7.3,96.0,96.0,96.0,1880,2236
58.5,7.2,7.3,95.0,95.0,95.0,1208,2237
57.7,7.3,7.3,97.0,95.0,95.0,311,2238
56.9,7.3,7.3,95.0,97.0,97.0,155,2239
56.2,7.3,7.4,93.0,95.0,95.0,0,2240
24.3,9.5,9.3,89.0,85.0,89.0,58,2241
23.8,9.7,9.5,89.0,85.0,89.0,32,2242
23.2,9.9,9.7,92.0,89.0,92.0,17,2243
22.7,1.0,9.9,91.0,83.0,91.0,46,2244
22.2,1.2,1.1,92.0,89.0,92.0,18,2245
21.7,1.4,1.3,89.0,76.0,89.0,428,2246
21.2,1.6,1.5,86.0,83.0,86.0,999,2247
2.8,1.8,1.7,88.0,87.0,88.0,6,2248
2.3,11.0,1.9,94.0,93.0,94.0,11,2249
19.9,11.2,11.1,89.0,89.0,89.0,3,2250
19.5,11.4,11.3,84.0,84.0,84.0,0,2251
19.1,11.6,11.5,54.0,87.0,87.0,31,2252
18.7,11.8,11.7,54.0,73.0,73.0,1519,2253
18.3,12.0,11.9,54.0,6.0,6.0,18184,2254
17.9,12.1,12.1,54.0,49.0,52.0,24789,2255
17.5,12.3,12.3,54.0,49.0,52.0,5839,2256
6.0,2.0,2.0,94.0,95.0,95.0,383,2257
59.4,2.1,2.1,92.0,93.0,93.0,37,2258
58.9,2.1,2.1,91.0,97.0,95.0,1,2259
58.3,2.1,2.1,97.0,93.0,91.0,0,2260
57.7,2.2,2.2,94.0,94.0,94.0,370,2261
57.0,2.2,2.3,89.0,91.0,91.0,20,2262
56.4,2.3,2.3,93.0,97.0,95.0,1,2263
55.8,2.3,2.4,93.0,95.0,95.0,2,2264
55.1,2.4,2.4,99.0,93.0,94.0,201,2265
54.5,2.5,2.5,93.0,97.0,92.0,2,2266
53.9,2.5,2.6,65.0,98.0,98.0,2,2267
53.3,2.6,2.6,89.0,96.0,88.0,11,2268
52.8,2.7,2.7,89.0,89.0,89.0,15,2269
52.2,2.7,2.8,89.0,95.0,95.0,63,2270
51.7,2.8,2.8,89.0,93.0,93.0,35,2271
51.2,2.8,2.9,89.0,98.0,95.0,38,2272
37.4,5.7,6.0,98.0,97.0,97.0,0,2273
36.2,5.7,6.0,99.0,99.0,99.0,0,2274
35.5,5.7,6.1,99.0,98.0,98.0,0,2275
34.8,5.7,6.1,99.0,98.0,98.0,0,2276
34.2,5.7,6.1,99.0,99.0,99.0,0,2277
33.5,5.8,6.2,99.0,99.0,99.0,0,2278
32.4,5.8,6.2,99.0,99.0,99.0,0,2279
31.8,5.9,6.3,99.0,99.0,99.0,0,2280
31.2,5.9,6.3,99.0,99.0,99.0,1,2281
3.7,5.9,6.3,99.0,99.0,99.0,10,2282
3.1,6.0,6.4,99.0,99.0,99.0,0,2283
29.2,6.0,6.4,99.0,99.0,99.0,0,2284
28.7,6.1,6.5,99.0,99.0,99.0,0,2285
28.1,6.1,6.6,99.0,99.0,99.0,0,2286
27.6,6.2,6.6,96.0,96.0,96.0,0,2287
27.1,6.3,6.7,98.0,98.0,98.0,0,2288
24.4,7.4,7.3,86.0,86.0,86.0,607,2289
23.8,7.5,7.4,83.0,83.0,83.0,1006,2290
23.3,7.7,7.6,92.0,92.0,92.0,15,2291
22.7,7.9,7.8,91.0,91.0,91.0,678,2292
22.2,8.1,8.0,89.0,88.0,89.0,1865,2293
21.7,8.3,8.2,86.0,84.0,86.0,1089,2294
21.2,8.5,8.4,84.0,81.0,84.0,31,2295
2.7,8.7,8.7,77.0,75.0,77.0,44,2296
2.2,8.9,8.9,63.0,63.0,64.0,0,2297
19.7,9.1,9.1,63.0,65.0,64.0,33,2298
19.2,9.3,9.3,63.0,67.0,65.0,29,2299
18.8,9.5,9.5,63.0,69.0,65.0,7,2300
18.4,9.7,9.8,63.0,66.0,73.0,586,2301
17.9,9.9,1.0,63.0,54.0,53.0,568,2302
17.5,1.1,1.2,63.0,38.0,38.0,649,2303
17.2,1.3,1.4,63.0,46.0,44.0,3575,2304
33.2,2.2,2.2,96.0,96.0,96.0,0,2305
32.9,2.2,2.2,96.0,96.0,96.0,0,2306
32.7,2.2,2.2,97.0,97.0,97.0,138,2307
32.4,2.2,2.1,97.0,97.0,97.0,42,2308
32.1,2.1,2.1,96.0,96.0,96.0,148,2309
31.8,2.1,2.1,96.0,96.0,96.0,50,2310
31.5,2.1,2.1,96.0,97.0,97.0,16,2311
31.2,2.1,2.1,97.0,97.0,97.0,18,2312
3.9,2.1,2.0,96.0,97.0,97.0,15,2313
3.5,2.1,2.0,95.0,95.0,95.0,23,2314
3.2,2.1,2.0,96.0,96.0,96.0,33,2315
29.9,2.1,2.0,94.0,95.0,95.0,96,2316
29.6,2.1,2.0,95.0,96.0,96.0,33,2317
29.2,2.1,2.0,95.0,94.0,94.0,211,2318
28.9,2.1,2.0,95.0,95.0,96.0,408,2319
28.5,2.1,2.0,97.0,98.0,98.0,141,2320
59.1,1.2,1.2,96.0,96.0,96.0,1,2321
58.4,1.2,1.2,97.0,97.0,97.0,0,2322
57.8,1.2,1.3,98.0,98.0,98.0,0,2323
57.2,1.2,1.3,99.0,99.0,99.0,0,2324
56.5,1.2,1.3,99.0,99.0,99.0,0,2325
55.9,1.3,1.3,99.0,99.0,99.0,0,2326
55.3,1.3,1.4,99.0,99.0,99.0,0,2327
54.8,1.3,1.4,99.0,99.0,99.0,0,2328
54.2,1.3,1.4,99.0,99.0,99.0,0,2329
53.7,1.4,1.5,99.0,99.0,99.0,0,2330
53.1,1.4,1.5,99.0,99.0,99.0,0,2331
52.6,1.4,1.5,99.0,99.0,99.0,2,2332
52.1,1.5,1.6,99.0,98.0,99.0,1,2333
51.6,1.5,1.6,99.0,98.0,99.0,0,2334
51.1,1.5,1.6,99.0,99.0,99.0,0,2335
5.7,1.6,1.7,98.0,98.0,99.0,0,2336
6.1,1.4,1.3,89.0,95.0,95.0,18,2337
59.5,1.4,1.4,89.0,95.0,95.0,52,2338
58.9,1.4,1.4,89.0,95.0,95.0,1,2339
58.2,1.5,1.5,89.0,96.0,96.0,2,2340
57.6,1.6,1.6,89.0,96.0,96.0,22,2341
57.0,1.6,1.6,89.0,96.0,96.0,2,2342
56.4,1.7,1.7,89.0,96.0,96.0,0,2343
55.8,1.7,1.7,89.0,97.0,97.0,0,2344
55.2,1.8,1.8,89.0,97.0,97.0,0,2345
54.7,1.8,1.9,89.0,97.0,97.0,0,2346
54.1,1.9,2.0,89.0,95.0,95.0,0,2347
53.5,2.0,2.0,89.0,94.0,94.0,0,2348
52.9,2.0,2.1,89.0,95.0,95.0,0,2349
52.3,2.1,2.2,89.0,93.0,93.0,0,2350
51.8,2.2,2.2,89.0,93.0,92.0,0,2351
51.2,2.2,2.3,89.0,93.0,91.0,0,2352
5.5,1.1,1.2,98.0,99.0,98.0,0,2353
49.7,1.1,1.2,88.0,94.0,88.0,0,2354
48.9,1.1,1.2,94.0,99.0,94.0,0,2355
48.1,1.2,1.2,99.0,99.0,99.0,0,2356
47.2,1.2,1.2,99.0,99.0,99.0,0,2357
46.4,1.2,1.2,9.0,94.0,9.0,0,2358
45.5,1.2,1.2,92.0,98.0,92.0,0,2359
44.7,1.2,1.2,89.0,94.0,89.0,0,2360
43.8,1.2,1.2,9.0,93.0,9.0,0,2361
43.0,1.3,1.3,99.0,99.0,99.0,0,2362
42.1,1.3,1.3,83.0,9.0,89.0,0,2363
41.3,1.3,1.3,81.0,89.0,9.0,0,2364
4.4,1.3,1.3,79.0,84.0,84.0,0,2365
39.6,1.4,1.4,75.0,78.0,78.0,0,2366
38.7,1.4,1.4,83.0,88.0,84.0,0,2367
37.9,1.4,1.4,81.0,88.0,86.0,0,2368
24.3,6.6,6.4,42.0,47.0,42.0,7497,2369
23.8,6.7,6.5,42.0,47.0,42.0,10229,2370
23.3,6.8,6.6,42.0,47.0,42.0,3173,2371
22.9,6.8,6.7,42.0,47.0,42.0,9983,2372
22.4,6.9,6.7,42.0,49.0,41.0,17298,2373
22.0,7.0,6.8,42.0,49.0,45.0,115,2374
21.5,7.1,6.9,42.0,41.0,42.0,13,2375
21.1,7.2,7.0,42.0,4.0,31.0,1081,2376
2.7,7.3,7.1,42.0,4.0,4.0,1149,2377
2.2,7.4,7.2,42.0,26.0,26.0,7,2378
19.8,7.5,7.3,42.0,35.0,35.0,0,2379
19.4,7.6,7.4,42.0,3.0,3.0,12008,2380
19.0,7.7,7.5,42.0,4.0,4.0,8257,2381
18.6,7.8,7.6,42.0,4.0,4.0,9559,2382
18.2,7.9,7.7,42.0,33.0,33.0,3571,2383
17.8,8.0,7.9,42.0,37.0,33.0,3965,2384
51.1,4.4,5.3,75.0,75.0,75.0,17,2385
5.3,4.9,5.9,8.0,77.0,77.0,66,2386
49.5,5.4,6.5,7.0,73.0,73.0,25,2387
48.7,6.0,7.3,68.0,65.0,65.0,32,2388
47.9,6.6,8.0,76.0,69.0,69.0,92,2389
47.2,7.3,8.9,71.0,72.0,72.0,12499,2390
46.4,8.1,9.8,74.0,75.0,76.0,5857,2391
45.7,8.9,1.7,76.0,77.0,79.0,39,2392
45.0,9.7,11.7,83.0,79.0,82.0,31,2393
44.3,1.6,12.8,83.0,79.0,82.0,81,2394
43.6,11.6,13.9,79.0,75.0,79.0,615,2395
42.9,12.6,15.0,76.0,73.0,74.0,830,2396
42.2,13.5,16.1,71.0,7.0,69.0,244,2397
41.6,14.5,17.1,72.0,7.0,7.0,1043,2398
4.9,15.4,18.1,72.0,71.0,71.0,1166,2399
4.1,16.3,19.1,73.0,71.0,73.0,1459,2400
43.35,3.3,3.3,31.0,41.0,31.0,878,2401
43.35,3.3,3.3,31.0,44.0,39.0,441,2402
43.35,3.3,3.3,31.0,5.0,45.0,525,2403
43.35,3.3,3.3,31.0,64.0,59.0,1952,2404
43.35,3.3,3.3,31.0,66.0,61.0,1256,2405
43.35,3.3,3.3,31.0,66.0,61.0,0,2406
66.6,0.6,0.5,97.0,97.0,97.0,115,2407
66.0,0.6,0.5,96.0,97.0,97.0,154,2408
65.4,0.6,0.5,95.0,96.0,96.0,131,2409
64.8,0.6,0.5,96.0,97.0,97.0,1204,2410
64.1,0.6,0.5,97.0,97.0,97.0,3802,2411
63.5,0.6,0.5,97.0,97.0,97.0,302,2412
62.9,0.6,0.5,96.0,96.0,96.0,41,2413
62.3,0.6,0.5,97.0,97.0,97.0,297,2414
61.7,0.6,0.5,96.0,96.0,96.0,267,2415
61.1,0.6,0.5,97.0,98.0,98.0,362,2416
